natureza_acidente,situacao,bairro,bairro_cruzamento,sentido_via,tipo,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,mao_direcao,divisao_via1,ano,mes,dia,dia_semana,vitima
SEM VÍTIMA,FINALIZADA,DERBY,DERBY,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,Outras,Única,Faixa seccionada,2020,2,7,4,0
Não informado,FINALIZADA,VASCO DA GAMA,VASCO DA GAMA,Não informado,COLISÃO LATERAL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não informado,Dupla,Não existe,2022,7,14,3,1
Não informado,CANCELADA,JOANA BEZERRA,JOANA BEZERRA,Não informado,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,1,1,5,1
SEM VÍTIMA,FINALIZADA,ÁGUA FRIA,ÁGUA FRIA,Não informado,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não informado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não existe,2020,3,7,5,0
COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,CIDADE,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Única,Faixa seccionada,2020,8,23,6,0
COM VÍTIMA,FINALIZADA,PINA,PINA,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,6,23,2,0
COM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,SUBURBIO,COLISÃO COM CICLISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,Única,Faixa contínua,2021,12,22,2,0
Não informado,FINALIZADA,CORDEIRO,CORDEIRO,SUBURBIO,COLISÃO FRONTAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Incompleta,Seca,Mal conservada,Não existe,R-6a,Dupla,Faixa contínua,2022,10,21,4,1
SEM VÍTIMA,FINALIZADA,GRAÇAS,GRAÇAS,CIDADE,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Única,Faixa seccionada,2020,3,12,3,0
COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Canteiro central,2020,2,17,0,0
Não informado,FINALIZADA,SANTO AMARO,SANTO AMARO,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,"Placas ""Pare""",Dupla,Faixa contínua,2022,6,8,2,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Não informado,Seca,Não informado,Não existe,Placas Pare,Única,Não existe,2020,3,2,0,0
COM VÍTIMA,FINALIZADA,MADALENA,MADALENA,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,R-6a,Dupla,Faixa contínua,2020,10,8,3,0
COM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,SUBURBIO,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Única,Não informado,2021,12,2,3,0
COM VÍTIMA,FINALIZADA,CASA AMARELA,CASA AMARELA,SUBURBIO,COLISÃO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,R-6a,Dupla,Faixa contínua,2021,12,13,0,0
SEM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,BAIRRO DO RECIFE,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,11,13,4,0
COM VÍTIMA,FINALIZADA,BOA VISTA,BOA VISTA,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,3,5,3,0
COM VÍTIMA,FINALIZADA,MANGUEIRA,MANGUEIRA,CIDADE,COLISÃO COM CICLISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,Única,Não existe,2020,12,22,1,0
Não informado,FINALIZADA,ENCRUZILHADA,ENCRUZILHADA,CIDADE,ATROPELAMENTO DE PESSOA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Canteiro central,2022,8,8,0,1
Não informado,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,"Placas ""Pare""",Única,Canteiro central,2022,4,25,0,1
Não informado,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,Não informado,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Dupla,Canteiro central,2022,12,9,4,1
COM VÍTIMA,CANCELADA,SÃO JOSÉ,SÃO JOSÉ,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,6,9,1,0
SEM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,JARDIM SÃO PAULO,Não informado,CHOQUE VEÍCULO PARADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não informado,Seca,Perfeito estado,Não informado,Não informado,Dupla,Não existe,2020,2,7,4,0
COM VÍTIMA,FINALIZADA,MACAXEIRA,MACAXEIRA,SUBURBIO,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Dupla,Faixa seccionada,2021,8,21,5,0
COM VÍTIMA,FINALIZADA,IPUTINGA,IPUTINGA,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,Não informado,Faixa contínua,2021,11,8,0,0
SEM VÍTIMA,FINALIZADA,PARNAMIRIM,PARNAMIRIM,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,Única,Faixa seccionada,2020,2,28,4,0
Não informado,FINALIZADA,SANCHO,SANCHO,Não informado,COLISÃO FRONTAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,R-6c,Dupla,Não existe,2022,9,26,0,1
COM VÍTIMA,FINALIZADA,ARRUDA,ARRUDA,DUPLO,COLISÃO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não existe,2021,11,20,5,0
SEM VÍTIMA,FINALIZADA,PAISSANDU,PAISSANDU,Não informado,COLISÃO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não informado,Dupla,Canteiro central,2021,2,2,1,0
Não informado,FINALIZADA,TEJIPIÓ,TEJIPIÓ,Não informado,COLISÃO LATERAL,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,11,17,3,1
COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não informado,Única,Faixa contínua,2021,1,11,0,0
SEM VÍTIMA,FINALIZADA,BOA VISTA,BOA VISTA,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não informado,Dupla,Canteiro central,2021,4,3,5,0
SEM VÍTIMA,FINALIZADA,AFOGADOS,AFOGADOS,SUBURBIO,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,Única,Faixa seccionada,2020,2,10,0,0
SEM VÍTIMA,FINALIZADA,VÁRZEA,VÁRZEA,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Agente,Não informado,Única,Faixa contínua,2021,8,10,1,0
Não informado,FINALIZADA,PINA,PINA,Não informado,QUEDA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,12,14,2,1
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,CIDADE,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Intermitente,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Única,Não informado,2020,3,1,6,0
SEM VÍTIMA,FINALIZADA,SANTO AMARO,SANTO AMARO,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Dupla,Faixa seccionada,2020,3,13,4,0
Não informado,CANCELADA,AREIAS,AREIAS,Não informado,COLISÃO LATERAL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,2,26,5,0
Não informado,FINALIZADA,SANTO AMARO,SANTO AMARO,Não informado,CHOQUE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Dupla,Faixa contínua,2022,10,17,0,1
COM VÍTIMA,FINALIZADA,VÁRZEA,VÁRZEA,CIDADE,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Oleosa,Perfeito estado,Outros,Outras,Única,Não existe,2021,1,1,4,0
COM VÍTIMA,FINALIZADA,DERBY,DERBY,CIDADE,COLISÃO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Única,Faixa seccionada,2021,10,6,2,0
COM VÍTIMA,FINALIZADA,SANCHO,SANCHO,Não informado,COLISÃO LATERAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,6,30,2,0
COM VÍTIMA,FINALIZADA,CORDEIRO,CORDEIRO,SUBURBIO,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,Dupla,Não informado,2020,10,7,2,0
SEM VÍTIMA,CANCELADA,IMBIRIBEIRA,IMBIRIBEIRA,CIDADE,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,1,13,0,0
SEM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,BAIRRO DO RECIFE,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,2,20,3,0
COM VÍTIMA,FINALIZADA,MADALENA,MADALENA,CIDADE,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não informado,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não informado,Única,Faixa contínua,2020,10,31,5,0
COM VÍTIMA,FINALIZADA,CORDEIRO,CORDEIRO,CIDADE,COLISÃO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Não informado,Faixa seccionada,2021,11,12,4,0
COM VÍTIMA,FINALIZADA,AREIAS,AREIAS,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esquina,Bom,Não existe,Perfeito estado,Seca,Mal conservada,Não existe,Placas Pare,Dupla,Canteiro central,2020,6,21,6,0
COM VÍTIMA,FINALIZADA,HIPÓDROMO,HIPÓDROMO,SUBURBIO,COLISÃO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Mal conservada,Não existe,Outras,Dupla,Faixa seccionada,2021,10,17,6,0
Não informado,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO FRONTAL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não informado,Dupla,Canteiro central,2022,4,23,5,0
Não informado,FINALIZADA,CASA AMARELA,CASA AMARELA,SUBURBIO,COLISÃO TRASEIRA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Dupla,Canteiro central,2022,10,18,1,0
COM VÍTIMA,FINALIZADA,DOIS UNIDOS,DOIS UNIDOS,SUBURBIO,COLISÃO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Incompleta,Molhada,Perfeito estado,Não existe,Outras,Dupla,Não existe,2021,9,8,2,0
COM VÍTIMA,CANCELADA,BARRO,BARRO,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,8,31,0,0
Não informado,FINALIZADA,JORDÃO,JORDÃO,Não informado,COLISÃO FRONTAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,12,27,1,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,2,1,0,0
SEM VÍTIMA,FINALIZADA,APIPUCOS,APIPUCOS,Não informado,CHOQUE OBJETO FIXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Dupla,Faixa contínua,2020,1,30,3,0
COM VÍTIMA,CANCELADA,PARNAMIRIM,PARNAMIRIM,Não informado,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,7,28,2,0
Não informado,FINALIZADA,SANTO AMARO,SANTO AMARO,Não informado,COLISÃO TRASEIRA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,6,27,0,1
SEM VÍTIMA,FINALIZADA,GRAÇAS,GRAÇAS,CIDADE,CHOQUE VEÍCULO PARADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,Única,Faixa seccionada,2020,3,1,6,0
SEM VÍTIMA,CANCELADA,CAXANGÁ,CAXANGÁ,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,2,29,5,0
COM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,ABALROAMENTO TRANSVERSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Ilegível,Seca,Perfeito estado,Faixa de retenção,R-6a,Única,Não existe,2020,5,4,0,0
SEM VÍTIMA,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não informado,Única,Faixa contínua,2020,1,8,2,0
Não informado,FINALIZADA,VÁRZEA,VÁRZEA,SUBURBIO,COLISÃO TRASEIRA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-19,Dupla,Faixa seccionada,2022,9,21,2,1
SEM VÍTIMA,CANCELADA,BOMBA DO HEMETÉRIO,BOMBA DO HEMETÉRIO,Não informado,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,12,16,3,0
SEM VÍTIMA,FINALIZADA,GRAÇAS,GRAÇAS,SUBURBIO,CHOQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2021,6,4,4,0
COM VÍTIMA,FINALIZADA,AFOGADOS,AFOGADOS,SUBURBIO,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Faixa contínua,2020,12,20,6,0
SEM VÍTIMA,FINALIZADA,ESPINHEIRO,ESPINHEIRO,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Agente,Outras,Única,Outros,2020,6,19,4,0
SEM VÍTIMA,CANCELADA,JORDÃO,JORDÃO,Não informado,COLISÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2020,10,10,5,0
SEM VÍTIMA,FINALIZADA,DERBY,DERBY,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,Dupla,Não informado,2020,1,12,6,0
COM VÍTIMA,FINALIZADA,IBURA,IBURA,CIDADE,COLISÃO FRONTAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Não existe,2021,10,14,3,0
Não informado,FINALIZADA,CABANGA,CABANGA,CIDADE,COLISÃO TRASEIRA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Não existe,Outras,Dupla,Canteiro central,2022,12,5,0,0
Não informado,FINALIZADA,IBURA,IBURA,Não informado,COLISÃO FRONTAL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Ilegível,Seca,Perfeito estado,Agente,Não há placas,Dupla,Não existe,2022,2,11,4,1
Não informado,FINALIZADA,SANTO AMARO,SANTO AMARO,SUBURBIO,COLISÃO LATERAL,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Dupla,Blocos,2022,4,14,3,1
COM VÍTIMA,FINALIZADA,MACAXEIRA,MACAXEIRA,SUBURBIO,COLISÃO TRASEIRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Outras,Dupla,Blocos,2020,4,25,5,0
SEM VÍTIMA,FINALIZADA,IPSEP,IPSEP,Não informado,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,R-6a,Dupla,Faixa seccionada,2020,2,27,3,0
Não informado,FINALIZADA,JORDÃO,JORDÃO,CIDADE,COLISÃO FRONTAL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,Dupla,Não existe,2022,10,2,6,0
Não informado,FINALIZADA,SÃO JOSÉ,SÃO JOSÉ,SUBURBIO,COLISÃO TRANSVERSAL,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Esquina,Chuvoso,Intermitente,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,Dupla,Canteiro central,2022,8,2,1,1
COM VÍTIMA,FINALIZADA,VÁRZEA,VÁRZEA,CIDADE,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,Única,Faixa seccionada,2020,6,16,1,0
Não informado,FINALIZADA,BOA VISTA,BOA VISTA,Não informado,COLISÃO TRASEIRA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Única,Faixa seccionada,2022,9,26,0,1
SEM VÍTIMA,FINALIZADA,BOA VISTA,BOA VISTA,CIDADE,ABALROAMENTO LONGITUDINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,Única,Faixa seccionada,2020,2,3,0,0
COM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,NOVA DESCOBERTA,SUBURBIO,ATROPELAMENTO DE PESSOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Outras,Dupla,Não existe,2021,10,3,6,0
Não informado,FINALIZADA,BOA VIAGEM,BOA VIAGEM,Não informado,COLISÃO TRANSVERSAL,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2022,3,30,2,0
Não informado,FINALIZADA,CAMPO GRANDE,CAMPO GRANDE,Não informado,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Dupla,Faixa seccionada,2022,10,4,1,1
Não informado,FINALIZADA,AFOGADOS,AFOGADOS,CIDADE,ATROPELAMENTO DE PESSOA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,Única,Faixa contínua,2022,7,18,0,1
Não informado,FINALIZADA,BOA VIAGEM,BOA VIAGEM,SUBURBIO,COLISÃO LATERAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,Única,Faixa seccionada,2022,7,7,3,1
Não informado,FINALIZADA,IMBIRIBEIRA,IMBIRIBEIRA,SUBURBIO,COLISÃO TRANSVERSAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,Dupla,Faixa seccionada,2022,4,24,6,1
Não informado,FINALIZADA,SANTO AMARO,SANTO AMARO,CIDADE,COLISÃO TRASEIRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Não informado,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não informado,Única,Faixa seccionada,2022,6,21,1,0
