data,hora,natureza_acidente,situacao,bairro,endereco,detalhe_endereco_acidente,complemento,bairro_cruzamento,sentido_via,tipo,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,natureza,ano,mes,dia,dia_semana,hora_ocorrencia
2021-08-25,13:22:00,COM VÍTIMA,FINALIZADA,IBURA,RUA JORNALISTA EDSON REGIS,AV DOIS RIOS,ESQUINA COM A AUTO MECÂNICA BASTOS,IBURA,SUBURBIO,COLISÃO LATERAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60.0,Dupla,Não existe,Não informado,2021,8,25,2,13.0
2021-08-25,16:00:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV MARIO MELO,RUA DA FUNDICAO,EM FRENTE AO POSTE H 024676,SANTO AMARO,SUBURBIO,COLISÃO TRANSVERSAL,Não informado,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60.0,Dupla,Canteiro central,Não informado,2021,8,25,2,16.0
2021-08-25,18:59:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,Não informado,LADO OPOSTO AO ARMAZÉM CORAL,CASA AMARELA,SUBURBIO,COLISÃO TRASEIRA,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Incompleta,Seca,Mal conservada,Não existe,Outras,60.0,Dupla,Canteiro central,Não informado,2021,8,25,2,18.0
2021-08-26,08:44:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA COSME VIANA,RUA JOSE DA BOMBA,PRÓXIMO A BLUECAR AUTO SERVICE,AFOGADOS,SUBURBIO,COLISÃO LATERAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Única,Não existe,Não informado,2021,8,26,3,8.0
2021-08-26,09:12:00,COM VÍTIMA,FINALIZADA,IBURA,RUA RIO XINGU,Não informado,EM FRENTE AO N° 924,IBURA,SUBURBIO,COLISÃO FRONTAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,30.0,Dupla,Faixa seccionada,Não informado,2021,8,26,3,9.0
2021-08-26,10:24:00,COM VÍTIMA,FINALIZADA,PORTO DA MADEIRA,RUA DALVA DE OLIVEIRA,RUA RIO BEBERIBE,E/F A IGREJA BATISTA,PORTO DA MADEIRA,CIDADE,COLISÃO FRONTAL,Não informado,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60.0,Dupla,Não existe,Não informado,2021,8,26,3,10.0
2021-08-26,13:04:00,COM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,RUA LEANDRO BARRETO,RUA LEOBINA PEREIRA,EM FRENTE A PIZZARIA E RESTAURANTE DOS GÊMEOS,JARDIM SÃO PAULO,SUBURBIO,COLISÃO LATERAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Não existe,Não informado,2021,8,26,3,13.0
2021-08-26,13:48:00,COM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,Não informado,SOBRE A PONTE MARECHAL CASTELO BRANCO,CAXANGÁ,CIDADE,COLISÃO TRASEIRA,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Ponte,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não informado,R-32,60.0,Dupla,Faixa seccionada,Não informado,2021,8,26,3,13.0
2021-08-26,15:04:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV MARECHAL JUAREZ TAVORA,Não informado,EM FRETE A CONSTRUTORA SANTO ANTONIO,BOA VIAGEM,SUBURBIO,COLISÃO TRASEIRA,Não informado,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-19,40.0,Dupla,Canal,Não informado,2021,8,26,3,15.0
2021-08-26,16:21:00,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,PTE PRINCESA IZABEL,RUA DO SOL,EM FRENTE AO TEATRO PRINCESA IZABEL,SANTO ANTÔNIO,Não informado,QUEDA,Não informado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60.0,Única,Não existe,Não informado,2021,8,26,3,16.0
2021-08-27,08:00:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,Não informado,LADO OPOSTO AO T2 AUTOS,ENCRUZILHADA,CIDADE,ATROPELAMENTO DE PESSOA,Não informado,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Mal conservada,Outros,Outras,60.0,Dupla,Faixa seccionada,Não informado,2021,8,27,4,8.0
2021-08-27,09:12:00,COM VÍTIMA,CANCELADA,DERBY,Não informado,Não informado,EM FRENTE O COLÉGIO MILITAR,DERBY,Não informado,COLISÃO TRANSVERSAL,Não informado,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2021,8,27,4,9.0
2021-08-27,12:37:00,COM VÍTIMA,FINALIZADA,DOIS IRMÃOS,RUA DOIS IRMAOS,Não informado,EM FRENTE AO VIADUTO DA BR 101,DOIS IRMÃOS,CIDADE,CHOQUE,Não informado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Outros,Bom,Com defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Não há placas,60.0,Dupla,Faixa seccionada,Não informado,2021,8,27,4,12.0
2021-08-27,14:41:00,SEM VÍTIMA,FINALIZADA,ILHA DO RETIRO,RUA SPORT CLUBE DO RECIFE,Não informado,SOB SEM. 355,ILHA DO RETIRO,CIDADE,Não informado,Não informado,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Canteiro central,Não informado,2021,8,27,4,14.0
2021-08-27,15:22:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,Não informado,EM FRENTE A FACULDADE UNIVERSO,IMBIRIBEIRA,SUBURBIO,COLISÃO TRASEIRA,Não informado,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60.0,Dupla,Canteiro central,Não informado,2021,8,27,4,15.0
2021-08-27,19:49:00,VÍTIMA FATAL,FINALIZADA,SANTO AMARO,RUA DOS PALMARES,RUA DO POMBAL,PRÓX AO COMANDO DA GUARDA,SANTO AMARO,SUBURBIO,COLISÃO COM CICLISTA,Não informado,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60.0,Única,Faixa seccionada,Não informado,2021,8,27,4,19.0
2021-08-28,08:16:00,COM VÍTIMA,FINALIZADA,IPSEP,RUA POTENGY,RUA JEAN EMILE FAVRE,EM FRENTE A FARMÁCIA DIARIMENTE,IPSEP,CIDADE,COLISÃO TRANSVERSAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não informado,40.0,Única,Faixa seccionada,Não informado,2021,8,28,5,8.0
2021-08-28,08:46:00,COM VÍTIMA,FINALIZADA,PRADO,RUA PADRE TEOFILO TWORZ,RUA SANTA EDWIRGES,EM FRENTE A IGREJA PRESBITERIANA DO CORDEIRO,PRADO,CIDADE,COLISÃO LATERAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cruzamento,Bom,Não existe,Não informado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60.0,Não informado,Não informado,Não informado,2021,8,28,5,8.0
2021-08-28,18:57:00,SEM VÍTIMA,CANCELADA,DOIS IRMÃOS,RUA DOIS IRMAOS,Não informado,EM BAIXO DO VIADUTO DA BR 101,DOIS IRMÃOS,Não informado,COLISÃO LATERAL,Não informado,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2021,8,28,5,18.0
2021-08-28,20:56:00,VÍTIMA FATAL,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,Não informado,E/F AO BATALHAO PMPE 11,APIPUCOS,SUBURBIO,CHOQUE,Não informado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Longo da via,Bom,Sem defeito,Ilegível,Seca,Mal conservada,Faixa de pedestre,Outras,60.0,Dupla,Faixa contínua,Não informado,2021,8,28,5,20.0
2021-08-29,19:00:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,Não informado,PRIMEIRO JARDIM,BOA VIAGEM,CIDADE,COLISÃO TRASEIRA,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Não há placas,60.0,Única,Faixa seccionada,Não informado,2021,8,29,6,19.0
2021-08-29,19:42:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,Não informado,EM FRENTE AO HOTEL GOLDEN PARK,BOA VIAGEM,CIDADE,COLISÃO TRASEIRA,Não informado,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não informado,60.0,Única,Faixa seccionada,Não informado,2021,8,29,6,19.0
2021-08-30,12:58:00,COM VÍTIMA,FINALIZADA,CAXANGÁ,RUA MINISTRO JOAO ALBERTO,RUA ALCIDES CODECEIRA,PRÓX AO ATACADÃO.,CAXANGÁ,SUBURBIO,CAPOTAMENTO,Não informado,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,40.0,Dupla,Faixa seccionada,Não informado,2021,8,30,0,12.0
2021-08-30,14:08:00,COM VÍTIMA,FINALIZADA,GRAÇAS,RUA JOAQUIM NABUCO,Não informado,LADO OPOSTO AO N°92,GRAÇAS,SUBURBIO,COLISÃO TRASEIRA,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,40.0,Única,Faixa seccionada,Não informado,2021,8,30,0,14.0
2021-08-30,15:10:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA GERVASIO PIRES,Não informado,EDIFICIO CAROLENA,BOA VISTA,SUBURBIO,ATROPELAMENTO DE PESSOA,Não informado,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60.0,Única,Faixa seccionada,Não informado,2021,8,30,0,15.0
2021-08-30,15:39:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA RICARDO SALAZAR,Não informado,EM FRENTE AO EDIFÍCIO DESEMBARGADOR,MADALENA,SUBURBIO,CHOQUE,Não informado,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,60.0,Única,Canal,Não informado,2021,8,30,0,15.0
2021-08-30,17:26:00,COM VÍTIMA,FINALIZADA,PINA,AV ENGENHEIRO DOMINGOS FERREIRA,Não informado,LADO OPOSTO AO N° 40,PINA,SUBURBIO,ATROPELAMENTO DE PESSOA,Não informado,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Única,Faixa seccionada,Não informado,2021,8,30,0,17.0
2021-08-30,17:36:00,COM VÍTIMA,FINALIZADA,VÁRZEA,RUA EMILIANO BRAGA,RUA PROFESSOR ANTONIO COELHO,TERMINAL DE ONIBUS DA CDU,VÁRZEA,SUBURBIO,COLISÃO LATERAL,Não informado,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,"Placas ""Pare""",40.0,Única,Faixa contínua,Não informado,2021,8,30,0,17.0
2021-08-30,17:57:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,AV N S DO CARMO,Não informado,EM FRENTE AO IMPERIO DAS CAPAS E A LUCIANA NOIVAS,SÃO JOSÉ,CIDADE,COLISÃO COM CICLISTA,Não informado,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,40.0,Dupla,Faixa contínua,Não informado,2021,8,30,0,17.0
2021-08-30,20:12:00,COM VÍTIMA,FINALIZADA,MACAXEIRA,AV NORTE MIGUEL ARRAES DE ALENCAR,Não informado,E/F AO ANTIGO TERMINAL DA MACAXEIRA,MACAXEIRA,SUBURBIO,COLISÃO LATERAL,Não informado,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2021,8,30,0,20.0
2021-08-31,10:08:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,Não informado,NA FRENTE DA CASA DA INDUSTRIA,SANTO AMARO,SUBURBIO,ATROPELAMENTO DE PESSOA,Não informado,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60.0,Dupla,Faixa contínua,Não informado,2021,8,31,1,10.0
2021-08-31,10:15:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,Não informado,E/F AO RESTAURANTE MASSARELA,IPUTINGA,CIDADE,COLISÃO LATERAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Canteiro central,Não informado,2021,8,31,1,10.0
2021-08-31,11:54:00,COM VÍTIMA,CANCELADA,ARRUDA,RUA RAMIZ GALVAO,RUA JOAO LIBERATO,PRÓX À IGREJA DE CRISTO COMUNIDADE NO ARRUDA - ICCA,ARRUDA,Não informado,COLISÃO LATERAL,Não informado,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2021,8,31,1,11.0
2021-08-31,14:49:00,COM VÍTIMA,FINALIZADA,PRADO,RUA GOMES TABORDA,RUA FIDELIS MOLITERNO,EM FRENTE AO LÉO CHOPP PRADO,PRADO,CIDADE,COLISÃO LATERAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cruzamento,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Outras,40.0,Dupla,Faixa seccionada,Não informado,2021,8,31,1,14.0
2021-08-31,15:13:00,SEM VÍTIMA,FINALIZADA,PINA,RUA COMENDADOR MORAES,Não informado,POSTO DE POLICIAMENTO 19º BPMPE,PINA,SUBURBIO,Não informado,Não informado,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60.0,Única,Não existe,Não informado,2021,8,31,1,15.0
2021-08-31,15:30:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA REAL DA TORRE,Não informado,EM FRENTE AO LOJA DO CONDOMÍNIO,MADALENA,CIDADE,COLISÃO LATERAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Única,Faixa seccionada,Não informado,2021,8,31,1,15.0
2021-08-31,19:30:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DOS PALMARES,Não informado,SEMÁFORO 526,SANTO AMARO,SUBURBIO,COLISÃO TRASEIRA,Não informado,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Faixa de pedestre,Não informado,60.0,Única,Não informado,Não informado,2021,8,31,1,19.0
2021-09-01,09:28:00,COM VÍTIMA,FINALIZADA,HIPÓDROMO,EST DE BELEM,Não informado,PROX  A CASA DO BOLO,HIPÓDROMO,SUBURBIO,QUEDA,Não informado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,50.0,Dupla,Faixa seccionada,Não informado,2021,9,1,2,9.0
2021-09-01,09:28:00,COM VÍTIMA,FINALIZADA,TOTÓ,AV LIBERDADE,Não informado,AO LADO DA OFICINA FERREIRA MOTO PEÇAS,TOTÓ,SUBURBIO,COLISÃO LATERAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,30.0,Dupla,Faixa contínua,Não informado,2021,9,1,2,9.0
2021-09-01,09:32:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,C SANTA RITA,Não informado,COLISÃO  COM VEICULO OFICIAL,SÃO JOSÉ,Não informado,COLISÃO LATERAL,Não informado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2021,9,1,2,9.0
2021-09-01,10:14:00,COM VÍTIMA,FINALIZADA,MADALENA,AV BEIRA RIO,Não informado,EM FRENTE AO EDF. VILA BEIRA RIO,MADALENA,CIDADE,COLISÃO LATERAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não informado,Não há placas,60.0,Não informado,Não informado,Não informado,2021,9,1,2,10.0
2021-09-01,14:37:00,COM VÍTIMA,FINALIZADA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,RUA SANTA EDWIRGES,BOSCH CAR SERVICE,PRADO,CIDADE,COLISÃO TRASEIRA,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Única,Faixa contínua,Não informado,2021,9,1,2,14.0
2021-09-01,15:16:00,COM VÍTIMA,CANCELADA,BOA VIAGEM,RUA JOAO CARDOSO AIRES,Não informado,E/F AO RESTAURANTE DO BAMBAM GRILL,BOA VIAGEM,Não informado,COLISÃO FRONTAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2021,9,1,2,15.0
2021-09-01,15:33:00,COM VÍTIMA,FINALIZADA,VASCO DA GAMA,RUA ALTO NOVO MUNDO,RUA VASCO DA GAMA,RUA EM FRENTE AO MERCADINHO LAYS,VASCO DA GAMA,SUBURBIO,COLISÃO LATERAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,30.0,Dupla,Não existe,Não informado,2021,9,1,2,15.0
2021-09-01,16:22:00,SEM VÍTIMA,FINALIZADA,CORDEIRO,AV GENERAL SAN MARTIN,Não informado,EM FRENTE AOS CORREIOS,CORDEIRO,CIDADE,Não informado,Não informado,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Longo da via,Bom,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Faixa contínua,Não informado,2021,9,1,2,16.0
2021-09-01,17:06:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PADRE CARAPUCEIRO,Não informado,EM FRENTE A LOJA CEA,BOA VIAGEM,Não informado,COLISÃO TRASEIRA,Não informado,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,"Placas ""Pare""",60.0,Única,Não existe,Não informado,2021,9,1,2,17.0
2021-09-01,18:41:00,COM VÍTIMA,FINALIZADA,IPSEP,RUA ALVARO MOREYRA,AV RAIMUNDO DINIZ,PRÓX A DELEGACIA DO IPSEP E ESCOLA LAURO DINIZ,IPSEP,CIDADE,COLISÃO LATERAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60.0,Dupla,Faixa seccionada,Não informado,2021,9,1,2,18.0
2021-09-02,08:33:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,VDO PAPA JOAO PAULO II,Não informado,AÇAI DA DESCIDA DO VIADUTO,SÃO JOSÉ,BOA VIAGEM,COLISÃO COM CICLISTA,Não informado,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Única,Faixa seccionada,Não informado,2021,9,2,3,8.0
2021-09-02,08:54:00,COM VÍTIMA,FINALIZADA,PAISSANDU,AV GOVERNADOR AGAMENON MAGALHAES,Não informado,EM FRENTE AO N° 4318,PAISSANDU,BOA VIAGEM,ATROPELAMENTO DE PESSOA,Não informado,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60.0,Dupla,Canteiro central,Não informado,2021,9,2,3,8.0
2021-09-02,09:38:00,COM VÍTIMA,DUPLICIDADE,PAISSANDU,AV GOVERNADOR AGAMENON MAGALHAES,Não informado,"EM FRENTE O EMPRESARIAL RENATO DIAS, SENTIDO JOANA BEZERRA",PAISSANDU,SUBURBIO,ATROPELAMENTO DE PESSOA,Não informado,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2021,9,2,3,9.0
2021-09-02,10:14:00,COM VÍTIMA,FINALIZADA,JIQUIÁ,AV DR JOSE RUFINO,Não informado,POSTO DE COMBUSTÍVEL PETROISA,JIQUIÁ,SUBURBIO,COLISÃO TRASEIRA,Não informado,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60.0,Dupla,Não existe,Não informado,2021,9,2,3,10.0
2021-09-02,15:22:00,COM VÍTIMA,FINALIZADA,PINA,PRC GOVERNADOR PAULO GUERRA,Não informado,S/T  CID E/F AO IATE CLUBE DO RECIFE  NA DESCIDA DA PONTE DO PINA,PINA,CIDADE,COLISÃO TRASEIRA,Não informado,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Outros,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60.0,Única,Faixa seccionada,Não informado,2021,9,2,3,15.0
2021-09-03,08:21:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,Não informado,LADO OPOSTO AO N° 3033,IPSEP,CIDADE,COLISÃO TRASEIRA,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2021,9,3,4,8.0
2021-09-03,12:29:00,COM VÍTIMA,FINALIZADA,TORRE,AV PROFESSOR ESTEVAO FRANCISCO DA COSTA,RUA 10 DE NOVEMBRO,NO SEMÁFORO 280,TORRE,Não informado,COLISÃO FRONTAL,Não informado,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60.0,Única,Não informado,Não informado,2021,9,3,4,12.0
2021-09-03,12:31:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ANTONIO TORRES GALVAO,AV ANTONIO TORRES GALVAO,PROXIMO A FORD,BOA VIAGEM,Não informado,COLISÃO TRASEIRA,Não informado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,60.0,Não informado,Não informado,Não informado,2021,9,3,4,12.0
2021-09-03,12:36:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,RUA JUNDIA,Não informado,AO LADO DA FERREIRA COSTA,TAMARINEIRA,SUBURBIO,COLISÃO LATERAL,Não informado,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,30.0,Dupla,Faixa seccionada,Não informado,2021,9,3,4,12.0
